step,episode,ep_reward,ep_steps,success,p_hidden_mean,collision_rate,oob_rate,critic_loss,actor_loss,coverage_loss,alpha,rew_env,rew_coverage,rew_exploration
1389,434,-5.0000,2,0,0.7859,1.000,0.000,0.0000,0.0000,0.2422,0.2000,-5.0000,0.4144,0.0000
1396,435,-15.0000,7,0,0.7872,0.571,0.429,0.0000,0.0000,0.2403,0.2000,-15.0000,0.4737,0.0000
1398,436,-5.0000,2,0,0.8053,0.500,0.500,0.0000,0.0000,0.2182,0.2000,-5.0000,0.4941,0.0000
1400,437,-5.0000,2,0,0.7951,0.500,0.500,0.0000,0.0000,0.2303,0.2000,-5.0000,0.4157,0.0000
1401,438,-3.0000,1,0,0.8415,1.000,0.000,0.0000,0.0000,0.1725,0.2000,-3.0000,0.4494,0.0000
1405,439,-9.0000,4,0,0.7636,1.000,0.000,0.0000,0.0000,0.2702,0.2000,-9.0000,0.2353,0.0000
1407,440,-5.0000,2,0,0.7869,1.000,0.000,0.0000,0.0000,0.2413,0.2000,-5.0000,0.4133,0.0000
1408,441,-3.0000,1,0,0.8569,1.000,0.000,0.0000,0.0000,0.1544,0.2000,-3.0000,0.3130,0.0000
1415,442,-15.0000,7,0,0.7913,0.857,0.143,0.0000,0.0000,0.2350,0.2000,-15.0000,0.6040,0.0000
1416,443,-3.0000,1,0,0.8767,1.000,0.000,0.0000,0.0000,2.0935,0.2000,-3.0000,0.3545,0.0000
1419,444,-7.0000,3,0,0.8390,0.333,0.667,0.0000,0.0000,0.1761,0.2000,-7.0000,0.3239,0.0000
1429,445,-20.0000,10,0,0.8124,0.200,0.800,0.0000,0.0000,0.2082,0.2000,-20.0000,0.4020,0.0000
1430,446,-3.0000,1,0,0.8919,1.000,0.000,0.0000,0.0000,0.1144,0.2000,-3.0000,0.2638,0.0000
1431,447,-3.0000,1,0,0.8723,1.000,0.000,0.0000,0.0000,0.1366,0.2000,-3.0000,0.1674,0.0000
1434,448,-7.0000,3,0,0.8472,0.333,0.667,0.0000,0.0000,0.1662,0.2000,-7.0000,0.2308,0.0000
1435,449,-3.0000,1,0,0.8727,1.000,0.000,0.0000,0.0000,2.0615,0.2000,-3.0000,0.2278,0.0000
1436,450,-3.0000,1,0,0.8953,1.000,0.000,0.0000,0.0000,0.1106,0.2000,-3.0000,0.2488,0.0000
1442,451,-13.0000,6,0,0.8358,0.500,0.500,0.0000,0.0000,0.1797,0.2000,-13.0000,0.2725,0.0000
1452,452,-20.0000,10,0,0.8458,0.400,0.600,0.0000,0.0000,0.8226,0.2000,-20.0000,0.2807,0.0000
1453,453,-3.0000,1,0,0.8779,1.000,0.000,0.0000,0.0000,0.1302,0.2000,-3.0000,0.0493,0.0000
1454,454,-3.0000,1,0,0.8919,1.000,0.000,0.0000,0.0000,0.1144,0.2000,-3.0000,0.2701,0.0000
1456,455,-5.0000,2,0,0.8633,1.000,0.000,0.0000,0.0000,0.1477,0.2000,-5.0000,0.3484,0.0000
1466,456,-20.0000,10,0,0.8498,0.500,0.500,0.0000,0.0000,0.6233,0.2000,-20.0000,0.3498,0.0000
1471,457,-11.0000,5,0,0.8593,0.600,0.400,0.0000,0.0000,0.1518,0.2000,-11.0000,0.2729,0.0000
1472,458,-3.0000,1,0,0.8847,1.000,0.000,0.0000,0.0000,0.1226,0.2000,-3.0000,0.3284,0.0000
1473,459,-3.0000,1,0,0.8911,1.000,0.000,0.0000,0.0000,0.1153,0.2000,-3.0000,0.3795,0.0000
1474,460,-3.0000,1,0,0.8820,1.000,0.000,0.0000,0.0000,0.1256,0.2000,-3.0000,0.4048,0.0000
1475,461,-3.0000,1,0,0.8929,1.000,0.000,0.0000,0.0000,0.1133,0.2000,-3.0000,0.2695,0.0000
1485,462,-20.0000,10,0,0.8142,0.600,0.400,0.0000,0.0000,1.1993,0.2000,-20.0000,0.4626,0.0000
1486,463,-3.0000,1,0,0.8790,1.000,0.000,0.0000,0.0000,0.1290,0.2000,-3.0000,0.3450,0.0000
1490,464,-9.0000,4,0,0.8089,1.000,0.000,0.0000,0.0000,0.2129,0.2000,-9.0000,0.2168,0.0000
1500,465,-20.0000,10,0,0.7724,0.500,0.500,0.0000,0.0000,0.3709,0.2000,-20.0000,0.3790,0.0000
1505,466,-11.0000,5,0,0.7833,0.600,0.400,0.0000,0.0000,0.2450,0.2000,-11.0000,0.5183,0.0000
1506,467,-3.0000,1,0,0.8605,1.000,0.000,0.0000,0.0000,0.1502,0.2000,-3.0000,0.3126,0.0000
1516,468,-20.0000,10,0,0.7816,0.600,0.400,0.0000,0.0000,0.2469,0.2000,-20.0000,0.4266,0.0000
1519,469,-7.0000,3,0,0.8262,0.333,0.667,0.0000,0.0000,0.1924,0.2000,-7.0000,0.4793,0.0000
1520,470,-3.0000,1,0,0.8786,1.000,0.000,0.0000,0.0000,0.1295,0.2000,-3.0000,0.2356,0.0000
1521,471,-3.0000,1,0,0.8851,1.000,0.000,0.0000,0.0000,0.1220,0.2000,-3.0000,0.3985,0.0000
1522,472,-3.0000,1,0,0.8888,1.000,0.000,0.0000,0.0000,0.1179,0.2000,-3.0000,0.3627,0.0000
1523,473,-3.0000,1,0,0.8913,1.000,0.000,0.0000,0.0000,0.1151,0.2000,-3.0000,0.4045,0.0000
1524,474,-3.0000,1,0,0.8932,1.000,0.000,0.0000,0.0000,0.1130,0.2000,-3.0000,0.4544,0.0000
1525,475,-3.0000,1,0,0.8870,1.000,0.000,0.0000,0.0000,0.1199,0.2000,-3.0000,0.1654,0.0000
1527,476,-5.0000,2,0,0.8648,1.000,0.000,0.0000,0.0000,0.1456,0.2000,-5.0000,0.3322,0.0000
1537,477,-20.0000,10,0,0.8288,0.600,0.400,0.0000,0.0000,1.3968,0.2000,-20.0000,0.4961,0.0000
1539,478,-5.0000,2,0,0.8757,0.500,0.500,0.0000,0.0000,0.1327,0.2000,-5.0000,0.1630,0.0000
1541,479,-5.0000,2,0,0.8593,0.500,0.500,0.0000,0.0000,0.1518,0.2000,-5.0000,0.3949,0.0000
1542,480,-3.0000,1,0,0.8715,1.000,0.000,0.0000,0.0000,0.1375,0.2000,-3.0000,0.4006,0.0000
1546,481,-9.0000,4,0,0.8010,0.500,0.500,0.0000,0.0000,0.2225,0.2000,-9.0000,0.1861,0.0000
1547,482,-3.0000,1,0,0.8779,1.000,0.000,0.0000,0.0000,0.1302,0.2000,-3.0000,0.5169,0.0000
1548,483,-3.0000,1,0,0.8674,1.000,0.000,0.0000,0.0000,0.1422,0.2000,-3.0000,0.3888,0.0000
1549,484,-3.0000,1,0,0.8757,1.000,0.000,0.0000,0.0000,0.1328,0.2000,-3.0000,0.3914,0.0000
1550,485,-3.0000,1,0,0.8777,1.000,0.000,0.0000,0.0000,0.1304,0.2000,-3.0000,0.2750,0.0000
1551,486,-3.0000,1,0,0.8434,1.000,0.000,0.0000,0.0000,0.1703,0.2000,-3.0000,0.1878,0.0000
1552,487,-3.0000,1,0,0.8403,1.000,0.000,0.0000,0.0000,0.1740,0.2000,-3.0000,0.3404,0.0000
1562,488,-20.0000,10,0,0.7632,0.600,0.400,0.0000,0.0000,1.1561,0.2000,-20.0000,0.7041,0.0000
1563,489,-3.0000,1,0,0.8116,1.000,0.000,0.0000,0.0000,0.2088,0.2000,-3.0000,0.1075,0.0000
1573,490,-20.0000,10,0,0.7172,0.700,0.300,0.0000,0.0000,0.3339,0.2000,-20.0000,0.5659,0.0000
1578,491,-11.0000,5,0,0.7869,0.400,0.600,0.0000,0.0000,0.2406,0.2000,-11.0000,0.7029,0.0000
1579,492,-3.0000,1,0,0.8541,1.000,0.000,0.0000,0.0000,0.1577,0.2000,-3.0000,0.4236,0.0000
1580,493,-3.0000,1,0,0.8443,1.000,0.000,0.0000,0.0000,0.1693,0.2000,-3.0000,0.5459,0.0000
1581,494,-3.0000,1,0,0.8480,1.000,0.000,0.0000,0.0000,0.1648,0.2000,-3.0000,0.4052,0.0000
1582,495,-3.0000,1,0,0.8133,1.000,0.000,0.0000,0.0000,0.2066,0.2000,-3.0000,0.1735,0.0000
1583,496,-3.0000,1,0,0.8450,1.000,0.000,0.0000,0.0000,0.1684,0.2000,-3.0000,0.3398,0.0000
1584,497,-3.0000,1,0,0.8606,1.000,0.000,0.0000,0.0000,0.1501,0.2000,-3.0000,0.3345,0.0000
1594,498,-20.0000,10,0,0.7619,0.400,0.600,0.0000,0.0000,1.1561,0.2000,-20.0000,0.5819,0.0000
1597,499,-7.0000,3,0,0.7637,0.667,0.333,0.0000,0.0000,0.2705,0.2000,-7.0000,0.3509,0.0000
1605,500,-17.0000,8,0,0.7256,0.375,0.625,0.0000,0.0000,0.3216,0.2000,-17.0000,0.6474,0.0000
1606,501,-3.0000,1,0,0.8359,1.000,0.000,0.0000,0.0000,0.1792,0.2000,-3.0000,0.5796,0.0000
1610,502,-9.0000,4,0,0.7514,0.250,0.750,0.0000,0.0000,0.2881,0.2000,-9.0000,0.3939,0.0000
1611,503,-3.0000,1,0,0.8002,1.000,0.000,0.0000,0.0000,0.2228,0.2000,-3.0000,0.3849,0.0000
1612,504,-3.0000,1,0,0.8501,1.000,0.000,0.0000,0.0000,0.1624,0.2000,-3.0000,0.6680,0.0000
1613,505,-3.0000,1,0,0.7949,1.000,0.000,0.0000,0.0000,0.2296,0.2000,-3.0000,0.3569,0.0000
1614,506,-3.0000,1,0,0.8404,1.000,0.000,0.0000,0.0000,0.1738,0.2000,-3.0000,0.3289,0.0000
1615,507,-3.0000,1,0,0.8558,1.000,0.000,0.0000,0.0000,0.1557,0.2000,-3.0000,0.5905,0.0000
1621,508,-13.0000,6,0,0.7999,0.333,0.667,0.0000,0.0000,1.0987,0.2000,-13.0000,0.4485,0.0000
1622,509,-3.0000,1,0,0.8246,1.000,0.000,0.0000,0.0000,0.1929,0.2000,-3.0000,0.4568,0.0000
1632,510,-20.0000,10,0,0.7389,0.300,0.700,0.0000,0.0000,0.3036,0.2000,-20.0000,0.5157,0.0000
1633,511,-3.0000,1,0,0.8430,1.000,0.000,0.0000,0.0000,0.1708,0.2000,-3.0000,0.3204,0.0000
1634,512,-3.0000,1,0,0.8457,1.000,0.000,0.0000,0.0000,0.1676,0.2000,-3.0000,0.3430,0.0000
1640,513,-13.0000,6,0,0.7752,0.167,0.833,0.0000,0.0000,0.2558,0.2000,-13.0000,0.5664,0.0000
1642,514,-5.0000,2,0,0.7872,0.500,0.500,0.0000,0.0000,0.2407,0.2000,-5.0000,0.4401,0.0000
1650,515,-17.0000,8,0,0.7974,0.625,0.375,0.0000,0.0000,0.2269,0.2000,-17.0000,0.5379,0.0000
1653,516,-7.0000,3,0,0.8461,0.667,0.333,0.0000,0.0000,0.1674,0.2000,-7.0000,0.2514,0.0000
1654,517,-3.0000,1,0,0.8885,1.000,0.000,0.0000,0.0000,0.1182,0.2000,-3.0000,0.3691,0.0000
1655,518,-3.0000,1,0,0.8775,1.000,0.000,0.0000,0.0000,0.1306,0.2000,-3.0000,0.4251,0.0000
1656,519,-3.0000,1,0,0.8510,1.000,0.000,0.0000,0.0000,0.1613,0.2000,-3.0000,0.2358,0.0000
1663,520,-15.0000,7,0,0.8342,0.429,0.571,0.0000,0.0000,0.1817,0.2000,-15.0000,0.4744,0.0000
1673,521,-20.0000,10,0,0.8310,0.600,0.400,0.0000,0.0000,0.4780,0.2000,-20.0000,0.5389,0.0000
1674,522,-3.0000,1,0,0.9078,1.000,0.000,0.0000,0.0000,0.0967,0.2000,-3.0000,0.3108,0.0000
1676,523,-5.0000,2,0,0.8636,0.500,0.500,0.0000,0.0000,0.1479,0.2000,-5.0000,0.4047,0.0000
1677,524,-3.0000,1,0,0.8907,1.000,0.000,0.0000,0.0000,2.2138,0.2000,-3.0000,0.1330,0.0000
1679,525,-5.0000,2,0,0.8786,0.500,0.500,0.0000,0.0000,0.1302,0.2000,-5.0000,0.4249,0.0000
1680,526,-3.0000,1,0,0.9093,1.000,0.000,0.0000,0.0000,0.0951,0.2000,-3.0000,0.3643,0.0000
1681,527,-3.0000,1,0,0.9061,1.000,0.000,0.0000,0.0000,0.0986,0.2000,-3.0000,0.3636,0.0000
1683,528,-5.0000,2,0,0.8745,0.500,0.500,0.0000,0.0000,0.1344,0.2000,-5.0000,0.3268,0.0000
1693,529,-20.0000,10,0,0.8345,0.500,0.500,0.0000,0.0000,0.4842,0.2000,-20.0000,0.4119,0.0000
1703,530,-20.0000,10,0,0.8441,0.400,0.600,0.0000,0.0000,1.1261,0.2000,-20.0000,0.2440,0.0000
1704,531,-3.0000,1,0,0.8715,1.000,0.000,0.0000,0.0000,2.0519,0.2000,-3.0000,0.2584,0.0000
1705,532,-3.0000,1,0,0.8946,1.000,0.000,0.0000,0.0000,0.1113,0.2000,-3.0000,0.3069,0.0000
1707,533,-5.0000,2,0,0.8520,0.500,0.500,0.0000,0.0000,1.9647,0.2000,-5.0000,0.4313,0.0000
1710,534,-7.0000,3,0,0.8013,0.667,0.333,0.0000,0.0000,0.2230,0.2000,-7.0000,0.4636,0.0000
1714,535,-9.0000,4,0,0.8467,0.500,0.500,0.0000,0.0000,0.1665,0.2000,-9.0000,0.1072,0.0000
1717,536,-7.0000,3,0,0.8159,0.667,0.333,0.0000,0.0000,0.2046,0.2000,-7.0000,0.3712,0.0000
1719,537,-5.0000,2,0,0.8156,0.500,0.500,0.0000,0.0000,0.2053,0.2000,-5.0000,0.4733,0.0000
1729,538,-20.0000,10,0,0.7662,0.500,0.500,0.0000,0.0000,0.5959,0.2000,-20.0000,0.5560,0.0000
1730,539,-3.0000,1,0,0.8238,1.000,0.000,0.0000,0.0000,0.1938,0.2000,-3.0000,0.1577,0.0000
1737,540,-15.0000,7,0,0.7704,0.714,0.286,0.0000,0.0000,0.2624,0.2000,-15.0000,0.6216,0.0000
1738,541,-3.0000,1,0,0.8368,1.000,0.000,0.0000,0.0000,0.1781,0.2000,-3.0000,0.2791,0.0000
1739,542,-3.0000,1,0,0.8690,1.000,0.000,0.0000,0.0000,0.1404,0.2000,-3.0000,0.3318,0.0000
1740,543,-3.0000,1,0,0.8764,1.000,0.000,0.0000,0.0000,0.1319,0.2000,-3.0000,0.3506,0.0000
1741,544,-3.0000,1,0,0.8732,1.000,0.000,0.0000,0.0000,0.1356,0.2000,-3.0000,0.5396,0.0000
1748,545,-15.0000,7,0,0.7984,0.571,0.429,0.0000,0.0000,0.2262,0.2000,-15.0000,0.6077,0.0000
1758,546,-20.0000,10,0,0.8169,0.600,0.400,0.0000,0.0000,0.8802,0.2000,-20.0000,0.4649,0.0000
1764,547,-13.0000,6,0,0.8322,0.667,0.333,0.0000,0.0000,0.1843,0.2000,-13.0000,0.4827,0.0000
1765,548,-3.0000,1,0,0.8550,1.000,0.000,0.0000,0.0000,1.9308,0.2000,-3.0000,0.1324,0.0000
1766,549,-3.0000,1,0,0.8779,1.000,0.000,0.0000,0.0000,0.1302,0.2000,-3.0000,0.1862,0.0000
1776,550,-21.0000,10,0,0.7762,0.700,0.300,0.0000,0.0000,0.2543,0.2000,-21.0000,0.6036,0.0000
1777,551,-3.0000,1,0,0.8839,1.000,0.000,0.0000,0.0000,0.1234,0.2000,-3.0000,0.5366,0.0000
1778,552,-3.0000,1,0,0.8740,1.000,0.000,0.0000,0.0000,0.1346,0.2000,-3.0000,0.3176,0.0000
1779,553,-3.0000,1,0,0.8675,1.000,0.000,0.0000,0.0000,0.1421,0.2000,-3.0000,0.3335,0.0000
1780,554,-3.0000,1,0,0.8781,1.000,0.000,0.0000,0.0000,0.1300,0.2000,-3.0000,0.3258,0.0000
1787,555,-15.0000,7,0,0.8211,0.571,0.429,0.0000,0.0000,0.1977,0.2000,-15.0000,0.4127,0.0000
1797,556,-20.0000,10,0,0.7983,0.700,0.300,0.0000,0.0000,1.6142,0.2000,-20.0000,0.2268,0.0000
1798,557,-3.0000,1,0,0.8677,1.000,0.000,0.0000,0.0000,0.1419,0.2000,-3.0000,0.3786,0.0000
1799,558,-3.0000,1,0,0.8319,1.000,0.000,0.0000,0.0000,0.1841,0.2000,-3.0000,0.2966,0.0000
1802,559,-7.0000,3,0,0.7773,0.667,0.333,0.0000,0.0000,0.2549,0.2000,-7.0000,0.4665,0.0000
1812,560,-20.0000,10,0,0.7246,0.200,0.800,0.0000,0.0000,1.3096,0.2000,-20.0000,0.6566,0.0000
1813,561,-3.0000,1,0,0.8118,1.000,0.000,0.0000,0.0000,0.2085,0.2000,-3.0000,0.8211,0.0000
1814,562,-3.0000,1,0,0.8137,1.000,0.000,0.0000,0.0000,0.2061,0.2000,-3.0000,0.7326,0.0000
1816,563,-5.0000,2,0,0.7097,0.500,0.500,0.0000,0.0000,0.3433,0.2000,-5.0000,0.2808,0.0000
1826,564,-17.8283,10,0,0.6163,0.500,0.400,0.0000,0.0000,0.8740,0.2000,-17.9757,0.5875,0.1743
1827,565,-3.0000,1,0,0.7202,1.000,0.000,0.0000,0.0000,0.3282,0.2000,-3.0000,0.6269,0.0000
1832,566,-11.0000,5,0,0.5939,0.400,0.600,0.0000,0.0000,0.5272,0.2000,-11.0000,1.0548,0.0000
1842,567,-20.0000,10,0,0.5600,0.400,0.600,0.0000,0.0000,0.5861,0.2000,-20.0000,1.0381,0.0000
1844,568,-5.0000,2,0,0.6645,1.000,0.000,0.0000,0.0000,0.4177,0.2000,-5.0000,0.8257,0.0000
1849,569,-11.0000,5,0,0.6224,0.600,0.400,0.0000,0.0000,0.4771,0.2000,-11.0000,0.7796,0.0000
1850,570,-3.0000,1,0,0.7417,1.000,0.000,0.0000,0.0000,0.2988,0.2000,-3.0000,0.4774,0.0000
1860,571,-20.0000,10,0,0.6598,0.700,0.300,0.0000,0.0000,0.5785,0.2000,-20.0000,0.9751,0.0000
1861,572,-3.0000,1,0,0.8199,1.000,0.000,0.0000,0.0000,0.1986,0.2000,-3.0000,0.7769,0.0000
1868,573,-15.0000,7,0,0.7054,0.429,0.571,0.0000,0.0000,0.3503,0.2000,-15.0000,0.5424,0.0000
1869,574,-3.0000,1,0,0.8399,1.000,0.000,0.0000,0.0000,0.1744,0.2000,-3.0000,0.5036,0.0000
1870,575,-3.0000,1,0,0.8434,1.000,0.000,0.0000,0.0000,0.1703,0.2000,-3.0000,0.8251,0.0000
1871,576,-3.0000,1,0,0.8379,1.000,0.000,0.0000,0.0000,0.1769,0.2000,-3.0000,0.6871,0.0000
1881,577,-20.0000,10,0,0.7218,0.500,0.500,0.0000,0.0000,0.9453,0.2000,-20.0000,0.5858,0.0000
1882,578,-3.0000,1,0,0.8505,1.000,0.000,0.0000,0.0000,0.1619,0.2000,-3.0000,0.8901,0.0000
1883,579,-3.0000,1,0,0.8124,1.000,0.000,0.0000,0.0000,0.2077,0.2000,-3.0000,0.4769,0.0000
1884,580,-3.0000,1,0,0.8143,1.000,0.000,0.0000,0.0000,0.2054,0.2000,-3.0000,0.4939,0.0000
1887,581,-7.0000,3,0,0.7381,0.667,0.333,0.0000,0.0000,0.3085,0.2000,-7.0000,0.5617,0.0000
1888,582,-3.0000,1,0,0.8300,1.000,0.000,0.0000,0.0000,0.1863,0.2000,-3.0000,0.5813,0.0000
1889,583,-3.0000,1,0,0.8304,1.000,0.000,0.0000,0.0000,0.1858,0.2000,-3.0000,0.5437,0.0000
1890,584,-3.0000,1,0,0.7735,1.000,0.000,0.0000,0.0000,0.2569,0.2000,-3.0000,0.2236,0.0000
1891,585,-3.0000,1,0,0.7671,1.000,0.000,0.0000,0.0000,1.4574,0.2000,-3.0000,0.0194,0.0000
1892,586,-3.0000,1,0,0.7679,1.000,0.000,0.0000,0.0000,0.2642,0.2000,-3.0000,-0.0114,0.0000
1893,587,-3.0000,1,0,0.8309,1.000,0.000,0.0000,0.0000,0.1852,0.2000,-3.0000,0.6589,0.0000
1894,588,-3.0000,1,0,0.8152,1.000,0.000,0.0000,0.0000,0.2043,0.2000,-3.0000,0.4119,0.0000
1904,589,-20.0000,10,0,0.6800,0.500,0.500,0.0000,0.0000,0.3873,0.2000,-20.0000,0.6634,0.0000
1911,590,-15.0000,7,0,0.7160,0.857,0.143,0.0000,0.0000,0.9465,0.2000,-15.0000,0.6598,0.0000
1912,591,-3.0000,1,0,0.8313,1.000,0.000,0.0000,0.0000,0.1847,0.2000,-3.0000,0.4427,0.0000
1922,592,-20.0000,10,0,0.7270,0.600,0.400,0.0000,0.0000,0.3205,0.2000,-20.0000,0.6362,0.0000
1923,593,-3.0000,1,0,0.7988,1.000,0.000,0.0000,0.0000,0.2246,0.2000,-3.0000,0.2710,0.0000
1924,594,-3.0000,1,0,0.8337,1.000,0.000,0.0000,0.0000,0.1819,0.2000,-3.0000,0.3554,0.0000
1927,595,-7.0000,3,0,0.7621,0.667,0.333,0.0000,0.0000,1.4880,0.2000,-7.0000,0.6578,0.0000
1928,596,-3.0000,1,0,0.8567,1.000,0.000,0.0000,0.0000,0.1546,0.2000,-3.0000,0.5099,0.0000
1932,597,-9.0000,4,0,0.7738,0.250,0.750,0.0000,0.0000,0.2588,0.2000,-9.0000,0.4124,0.0000
1933,598,-3.0000,1,0,0.8526,1.000,0.000,0.0000,0.0000,0.1594,0.2000,-3.0000,0.4326,0.0000
1934,599,-3.0000,1,0,0.7978,1.000,0.000,0.0000,0.0000,0.2260,0.2000,-3.0000,0.2441,0.0000
1935,600,-3.0000,1,0,0.8439,1.000,0.000,0.0000,0.0000,0.1697,0.2000,-3.0000,0.7009,0.0000
1945,601,-20.0000,10,0,0.7336,0.300,0.700,0.0000,0.0000,1.1883,0.2000,-20.0000,0.8292,0.0000
1951,602,-13.0000,6,0,0.7281,0.667,0.333,0.0000,0.0000,0.7405,0.2000,-13.0000,0.8157,0.0000
1953,603,-5.0000,2,0,0.7540,1.000,0.000,0.0000,0.0000,0.2849,0.2000,-5.0000,0.6869,0.0000
1954,604,-3.0000,1,0,0.8140,1.000,0.000,0.0000,0.0000,0.2058,0.2000,-3.0000,0.9114,0.0000
1955,605,-3.0000,1,0,0.8148,1.000,0.000,0.0000,0.0000,0.2048,0.2000,-3.0000,1.0602,0.0000
1957,606,-5.0000,2,0,0.7228,0.500,0.500,0.0000,0.0000,0.3269,0.2000,-5.0000,0.6694,0.0000
1967,607,-20.0000,10,0,0.6484,0.300,0.700,0.0000,0.0000,0.5478,0.2000,-20.0000,0.6647,0.0000
1968,608,-3.0000,1,0,0.8054,1.000,0.000,0.0000,0.0000,0.2165,0.2000,-3.0000,0.3850,0.0000
1969,609,-3.0000,1,0,0.8048,1.000,0.000,0.0000,0.0000,0.2172,0.2000,-3.0000,0.2752,0.0000
1970,610,-3.0000,1,0,0.8049,1.000,0.000,0.0000,0.0000,0.2170,0.2000,-3.0000,0.8155,0.0000
1971,611,-3.0000,1,0,0.7696,1.000,0.000,0.0000,0.0000,0.2619,0.2000,-3.0000,0.4429,0.0000
1973,612,-5.0000,2,0,0.7161,0.500,0.500,0.0000,0.0000,0.3374,0.2000,-5.0000,0.5616,0.0000
1974,613,-3.0000,1,0,0.7374,1.000,0.000,0.0000,0.0000,0.3047,0.2000,-3.0000,0.4090,0.0000
1975,614,-3.0000,1,0,0.8205,1.000,0.000,0.0000,0.0000,0.1978,0.2000,-3.0000,0.8632,0.0000
1980,615,-11.0000,5,0,0.7412,0.400,0.600,0.0000,0.0000,0.3001,0.2000,-11.0000,0.6330,0.0000
1981,616,-3.0000,1,0,0.8244,1.000,0.000,0.0000,0.0000,0.1931,0.2000,-3.0000,0.8401,0.0000
1982,617,-3.0000,1,0,0.8108,1.000,0.000,0.0000,0.0000,0.2098,0.2000,-3.0000,0.6231,0.0000
1984,618,-5.0000,2,0,0.7771,0.500,0.500,0.0000,0.0000,0.2543,0.2000,-5.0000,0.6537,0.0000
1985,619,-3.0000,1,0,0.8294,1.000,0.000,0.0000,0.0000,0.1870,0.2000,-3.0000,0.4935,0.0000
1989,620,-9.0000,4,0,0.7486,0.500,0.500,0.0000,0.0000,0.7633,0.2000,-9.0000,0.4436,0.0000
1993,621,-9.0000,4,0,0.7857,0.500,0.500,0.0000,0.0000,0.5549,0.2000,-9.0000,0.4202,0.0000
1994,622,-3.0000,1,0,0.8585,1.000,0.000,0.0000,0.0000,0.1526,0.2000,-3.0000,0.9112,0.0000
2004,623,-20.0000,10,0,0.6903,0.500,0.500,0.0000,0.0000,0.3725,0.2000,-20.0000,0.7134,0.0000
2005,624,-3.0000,1,0,0.8650,1.000,0.000,0.0000,0.0000,0.1450,0.2000,-3.0000,0.5087,0.0000
2009,625,-9.0000,4,0,0.7609,0.500,0.500,0.0000,0.0000,0.2743,0.2000,-9.0000,0.4488,0.0000
2019,626,-17.8938,10,0,0.7322,0.400,0.500,0.0000,0.0000,0.9696,0.2000,-17.8878,0.7802,0.1347
2023,627,-9.0000,4,0,0.7789,0.250,0.750,0.0000,0.0000,0.2517,0.2000,-9.0000,0.5219,0.0000
2025,628,-5.0000,2,0,0.7729,0.500,0.500,0.0000,0.0000,0.2612,0.2000,-5.0000,0.6279,0.0000
2028,629,-7.0000,3,0,0.7595,0.333,0.667,0.0000,0.0000,0.2767,0.2000,-7.0000,0.5921,0.0000
2029,630,-3.0000,1,0,0.8687,1.000,0.000,0.0000,0.0000,0.1407,0.2000,-3.0000,0.7020,0.0000
2035,631,-13.0000,6,0,0.7665,0.500,0.500,0.0000,0.0000,0.2683,0.2000,-13.0000,0.6980,0.0000
2036,632,-3.0000,1,0,0.8326,1.000,0.000,0.0000,0.0000,0.1832,0.2000,-3.0000,0.4102,0.0000
2037,633,-3.0000,1,0,0.8398,1.000,0.000,0.0000,0.0000,0.1746,0.2000,-3.0000,0.3030,0.0000
2038,634,-3.0000,1,0,0.8798,1.000,0.000,0.0000,0.0000,0.1281,0.2000,-3.0000,0.5622,0.0000
2039,635,-3.0000,1,0,0.8765,1.000,0.000,0.0000,0.0000,2.0918,0.2000,-3.0000,0.4282,0.0000
2042,636,-7.0000,3,0,0.8129,0.333,0.667,0.0000,0.0000,0.2071,0.2000,-7.0000,0.0675,0.0000
2043,637,-3.0000,1,0,0.8463,1.000,0.000,0.0000,0.0000,1.8729,0.2000,-3.0000,0.4470,0.0000
2044,638,-3.0000,1,0,0.8818,1.000,0.000,0.0000,0.0000,2.1352,0.2000,-3.0000,0.7420,0.0000
2045,639,-3.0000,1,0,0.8541,1.000,0.000,0.0000,0.0000,0.1577,0.2000,-3.0000,0.3164,0.0000
2046,640,-3.0000,1,0,0.8871,1.000,0.000,0.0000,0.0000,0.1198,0.2000,-3.0000,0.5004,0.0000
2047,641,-3.0000,1,0,0.8247,1.000,0.000,0.0000,0.0000,0.1927,0.2000,-3.0000,0.2240,0.0000
2051,642,-9.0000,4,0,0.8023,0.500,0.500,0.0000,0.0000,0.2218,0.2000,-9.0000,0.3310,0.0000
2053,643,-1.8517,2,0,0.8120,0.500,0.000,0.0000,0.0000,0.2105,0.2000,-2.4647,0.7010,0.0669
2054,644,-3.0000,1,0,0.8827,1.000,0.000,0.0000,0.0000,0.1248,0.2000,-3.0000,0.3072,0.0000
2056,645,-5.0000,2,0,0.7987,1.000,0.000,0.0000,0.0000,0.2309,0.2000,-5.0000,0.6680,0.0000
2057,646,-3.0000,1,0,0.8278,1.000,0.000,0.0000,0.0000,0.1889,0.2000,-3.0000,0.2597,0.0000
2067,647,-20.0000,10,0,0.7464,0.200,0.800,0.0000,0.0000,0.2936,0.2000,-20.0000,0.6696,0.0000
2069,648,-5.0000,2,0,0.8373,0.500,0.500,0.0000,0.0000,0.1778,0.2000,-5.0000,0.3917,0.0000
2071,649,-5.0000,2,0,0.8388,1.000,0.000,0.0000,0.0000,0.1780,0.2000,-5.0000,0.5859,0.0000
2081,650,-20.0000,10,0,0.7988,0.700,0.300,0.0000,0.0000,1.0129,0.2000,-20.0000,0.6307,0.0000
