step,episode,ep_reward,ep_steps,success,p_hidden_mean,collision_rate,oob_rate,critic_loss,actor_loss,coverage_loss,alpha,rew_env,rew_coverage,rew_exploration
685,216,-3.0000,1,0,0.8716,1.000,0.000,0.0000,0.0000,0.1374,0.2000,-3.0000,0.0994,0.0000
687,217,-5.0000,2,0,0.8601,1.000,0.000,0.0000,0.0000,0.1508,0.2000,-5.0000,0.1424,0.0000
688,218,-3.0000,1,0,0.8766,1.000,0.000,0.0000,0.0000,0.1317,0.2000,-3.0000,0.1370,0.0000
689,219,-3.0000,1,0,0.8728,1.000,0.000,0.0000,0.0000,0.1360,0.2000,-3.0000,0.0811,0.0000
690,220,-3.0000,1,0,0.8719,1.000,0.000,0.0000,0.0000,0.1370,0.2000,-3.0000,0.0945,0.0000
691,221,-3.0000,1,0,0.8676,1.000,0.000,0.0000,0.0000,0.1421,0.2000,-3.0000,0.0529,0.0000
694,222,-7.0000,3,0,0.8676,0.333,0.667,0.0000,0.0000,0.1420,0.2000,-7.0000,0.1150,0.0000
695,223,-3.0000,1,0,0.8821,1.000,0.000,0.0000,0.0000,0.1255,0.2000,-3.0000,0.0820,0.0000
698,224,-7.0000,3,0,0.8757,0.333,0.667,0.0000,0.0000,0.1328,0.2000,-7.0000,0.0770,0.0000
708,225,-21.0000,10,0,0.8760,0.700,0.300,0.0000,0.0000,0.3230,0.2000,-21.0000,0.1429,0.0000
710,226,-5.0000,2,0,0.8882,0.500,0.500,0.0000,0.0000,0.1187,0.2000,-5.0000,0.0950,0.0000
714,227,-9.0000,4,0,0.8873,0.250,0.750,0.0000,0.0000,0.1197,0.2000,-9.0000,0.0696,0.0000
716,228,-5.0000,2,0,0.8932,1.000,0.000,0.0000,0.0000,0.1130,0.2000,-5.0000,0.0622,0.0000
722,229,-13.0000,6,0,0.8889,0.167,0.833,0.0000,0.0000,0.1178,0.2000,-13.0000,0.0478,0.0000
723,230,-3.0000,1,0,0.9065,1.000,0.000,0.0000,0.0000,0.0982,0.2000,-3.0000,0.0712,0.0000
724,231,-3.0000,1,0,0.9069,1.000,0.000,0.0000,0.0000,0.0977,0.2000,-3.0000,0.0644,0.0000
728,232,-9.0000,4,0,0.8917,0.750,0.250,0.0000,0.0000,1.1600,0.2000,-9.0000,0.0117,0.0000
729,233,-3.0000,1,0,0.9083,1.000,0.000,0.0000,0.0000,0.0962,0.2000,-3.0000,0.1178,0.0000
736,234,-15.0000,7,0,0.8949,0.714,0.286,0.0000,0.0000,0.1111,0.2000,-15.0000,0.1166,0.0000
738,235,-5.0000,2,0,0.8996,0.500,0.500,0.0000,0.0000,0.1058,0.2000,-5.0000,0.0326,0.0000
740,236,-5.0000,2,0,0.9025,1.000,0.000,0.0000,0.0000,0.1026,0.2000,-5.0000,0.0717,0.0000
741,237,-3.0000,1,0,0.9104,1.000,0.000,0.0000,0.0000,0.0938,0.2000,-3.0000,0.0913,0.0000
751,238,-20.0000,10,0,0.8941,0.700,0.300,0.0000,0.0000,0.5328,0.2000,-20.0000,0.1365,0.0000
752,239,-3.0000,1,0,0.9072,1.000,0.000,0.0000,0.0000,0.0974,0.2000,-3.0000,0.0866,0.0000
762,240,-20.0000,10,0,0.8847,0.700,0.300,0.0000,0.0000,1.7191,0.2000,-20.0000,0.0811,0.0000
766,241,-9.0000,4,0,0.8633,0.750,0.250,0.0000,0.0000,0.1472,0.2000,-9.0000,0.0606,0.0000
767,242,-3.0000,1,0,0.8668,1.000,0.000,0.0000,0.0000,0.1429,0.2000,-3.0000,0.1088,0.0000
770,243,-7.0000,3,0,0.8470,0.667,0.333,0.0000,0.0000,0.1662,0.2000,-7.0000,0.1586,0.0000
772,244,-5.0000,2,0,0.8477,1.000,0.000,0.0000,0.0000,0.1656,0.2000,-5.0000,0.1810,0.0000
774,245,-5.0000,2,0,0.8485,1.000,0.000,0.0000,0.0000,0.1646,0.2000,-5.0000,0.2154,0.0000
775,246,-3.0000,1,0,0.8683,1.000,0.000,0.0000,0.0000,0.1413,0.2000,-3.0000,0.2374,0.0000
778,247,-7.0000,3,0,0.8498,1.000,0.000,0.0000,0.0000,0.1629,0.2000,-7.0000,0.1155,0.0000
779,248,-3.0000,1,0,0.8627,1.000,0.000,0.0000,0.0000,0.1477,0.2000,-3.0000,0.1225,0.0000
782,249,-7.0000,3,0,0.8415,0.333,0.667,0.0000,0.0000,0.1727,0.2000,-7.0000,0.1709,0.0000
783,250,-3.0000,1,0,0.8731,1.000,0.000,0.0000,0.0000,0.1357,0.2000,-3.0000,0.2341,0.0000
784,251,-3.0000,1,0,0.8690,1.000,0.000,0.0000,0.0000,0.1405,0.2000,-3.0000,0.0802,0.0000
794,252,-20.0000,10,0,0.8407,0.600,0.400,0.0000,0.0000,0.5210,0.2000,-20.0000,0.2383,0.0000
797,253,-7.0000,3,0,0.8586,0.667,0.333,0.0000,0.0000,0.1526,0.2000,-7.0000,0.1314,0.0000
807,254,-20.0000,10,0,0.8426,0.500,0.500,0.0000,0.0000,0.9819,0.2000,-20.0000,0.1899,0.0000
809,255,-5.0000,2,0,0.8429,0.500,0.500,0.0000,0.0000,0.1713,0.2000,-5.0000,0.1706,0.0000
810,256,-3.0000,1,0,0.8643,1.000,0.000,0.0000,0.0000,0.1458,0.2000,-3.0000,0.1849,0.0000
811,257,-3.0000,1,0,0.8647,1.000,0.000,0.0000,0.0000,0.1453,0.2000,-3.0000,0.1373,0.0000
813,258,-5.0000,2,0,0.8403,0.500,0.500,0.0000,0.0000,0.1745,0.2000,-5.0000,0.2466,0.0000
814,259,-3.0000,1,0,0.8441,1.000,0.000,0.0000,0.0000,0.1694,0.2000,-3.0000,0.1320,0.0000
816,260,-5.0000,2,0,0.8290,0.500,0.500,0.0000,0.0000,0.1879,0.2000,-5.0000,0.1725,0.0000
818,261,-5.0000,2,0,0.8417,1.000,0.000,0.0000,0.0000,0.1727,0.2000,-5.0000,0.2142,0.0000
819,262,-3.0000,1,0,0.8633,1.000,0.000,0.0000,0.0000,0.1470,0.2000,-3.0000,0.2257,0.0000
821,263,-5.0000,2,0,0.8321,0.500,0.500,0.0000,0.0000,0.1841,0.2000,-5.0000,0.2429,0.0000
824,264,-7.0000,3,0,0.8335,0.667,0.333,0.0000,0.0000,0.1822,0.2000,-7.0000,0.1217,0.0000
829,265,-11.0000,5,0,0.8259,0.600,0.400,0.0000,0.0000,0.1914,0.2000,-11.0000,0.2162,0.0000
831,266,-5.0000,2,0,0.8495,0.500,0.500,0.0000,0.0000,0.1635,0.2000,-5.0000,0.2326,0.0000
833,267,-5.0000,2,0,0.8541,0.500,0.500,0.0000,0.0000,0.1577,0.2000,-5.0000,0.1216,0.0000
834,268,-3.0000,1,0,0.8737,1.000,0.000,0.0000,0.0000,0.1350,0.2000,-3.0000,0.1062,0.0000
844,269,-21.0000,10,0,0.8506,0.600,0.400,0.0000,0.0000,0.1619,0.2000,-21.0000,0.1874,0.0000
854,270,-20.0000,10,0,0.8671,0.200,0.800,0.0000,0.0000,0.1427,0.2000,-20.0000,0.1644,0.0000
855,271,-3.0000,1,0,0.8959,1.000,0.000,0.0000,0.0000,0.1099,0.2000,-3.0000,0.1219,0.0000
857,272,-5.0000,2,0,0.8972,0.500,0.500,0.0000,0.0000,2.2831,0.2000,-5.0000,0.1148,0.0000
859,273,-5.0000,2,0,0.8841,0.500,0.500,0.0000,0.0000,0.1233,0.2000,-5.0000,0.1158,0.0000
865,274,-13.0000,6,0,0.8785,0.500,0.500,0.0000,0.0000,1.4141,0.2000,-13.0000,0.1970,0.0000
866,275,-3.0000,1,0,0.8823,1.000,0.000,0.0000,0.0000,0.1252,0.2000,-3.0000,0.0517,0.0000
876,276,-20.0000,10,0,0.8481,0.500,0.500,0.0000,0.0000,1.3238,0.2000,-20.0000,0.1945,0.0000
886,277,-20.0000,10,0,0.8088,0.200,0.800,0.0000,0.0000,0.2127,0.2000,-20.0000,0.1802,0.0000
887,278,-3.0000,1,0,0.8325,1.000,0.000,0.0000,0.0000,0.1833,0.2000,-3.0000,0.2752,0.0000
888,279,-3.0000,1,0,0.8098,1.000,0.000,0.0000,0.0000,0.2110,0.2000,-3.0000,0.1649,0.0000
889,280,-3.0000,1,0,0.8344,1.000,0.000,0.0000,0.0000,0.1810,0.2000,-3.0000,0.2086,0.0000
890,281,-3.0000,1,0,0.8282,1.000,0.000,0.0000,0.0000,0.1885,0.2000,-3.0000,0.2196,0.0000
892,282,-5.0000,2,0,0.7941,0.500,0.500,0.0000,0.0000,0.2307,0.2000,-5.0000,0.1410,0.0000
902,283,-20.0000,10,0,0.7858,0.800,0.200,0.0000,0.0000,0.8707,0.2000,-20.0000,0.1520,0.0000
903,284,-3.0000,1,0,0.8283,1.000,0.000,0.0000,0.0000,0.1884,0.2000,-3.0000,0.2878,0.0000
904,285,-3.0000,1,0,0.8253,1.000,0.000,0.0000,0.0000,0.1921,0.2000,-3.0000,0.2796,0.0000
905,286,-3.0000,1,0,0.8257,1.000,0.000,0.0000,0.0000,0.1915,0.2000,-3.0000,0.2840,0.0000
915,287,-20.0000,10,0,0.7547,0.500,0.500,0.0000,0.0000,1.1346,0.2000,-20.0000,0.2539,0.0000
919,288,-9.0000,4,0,0.7357,0.500,0.500,0.0000,0.0000,0.3080,0.2000,-9.0000,0.2233,0.0000
922,289,-7.0000,3,0,0.7313,0.333,0.667,0.0000,0.0000,0.3142,0.2000,-7.0000,0.4106,0.0000
926,290,-9.0000,4,0,0.7035,1.000,0.000,0.0000,0.0000,0.3529,0.2000,-9.0000,0.2661,0.0000
927,291,-3.0000,1,0,0.7414,1.000,0.000,0.0000,0.0000,0.2992,0.2000,-3.0000,0.2283,0.0000
937,292,-20.0000,10,0,0.7296,0.200,0.800,0.0000,0.0000,0.3157,0.2000,-20.0000,0.5078,0.0000
938,293,-3.0000,1,0,0.7738,1.000,0.000,0.0000,0.0000,0.2564,0.2000,-3.0000,0.1365,0.0000
939,294,-3.0000,1,0,0.7809,1.000,0.000,0.0000,0.0000,0.2474,0.2000,-3.0000,0.3458,0.0000
947,295,-17.0000,8,0,0.7599,0.625,0.375,0.0000,0.0000,0.4124,0.2000,-17.0000,0.4140,0.0000
948,296,-3.0000,1,0,0.8226,1.000,0.000,0.0000,0.0000,0.1953,0.2000,-3.0000,0.2396,0.0000
949,297,-3.0000,1,0,0.8275,1.000,0.000,0.0000,0.0000,0.1893,0.2000,-3.0000,0.1344,0.0000
950,298,-3.0000,1,0,0.8287,1.000,0.000,0.0000,0.0000,1.7641,0.2000,-3.0000,0.1370,0.0000
956,299,-13.0000,6,0,0.7997,0.833,0.167,0.0000,0.0000,0.8866,0.2000,-13.0000,0.4017,0.0000
957,300,-3.0000,1,0,0.8292,1.000,0.000,0.0000,0.0000,0.1873,0.2000,-3.0000,0.4062,0.0000
961,301,-9.0000,4,0,0.7848,0.750,0.250,0.0000,0.0000,0.2430,0.2000,-9.0000,0.2210,0.0000
962,302,-3.0000,1,0,0.8123,1.000,0.000,0.0000,0.0000,0.2079,0.2000,-3.0000,0.1757,0.0000
963,303,-3.0000,1,0,0.8232,1.000,0.000,0.0000,0.0000,0.1946,0.2000,-3.0000,0.2636,0.0000
972,304,-19.0000,9,0,0.7654,0.667,0.333,0.0000,0.0000,0.2681,0.2000,-19.0000,0.4985,0.0000
973,305,-3.0000,1,0,0.8348,1.000,0.000,0.0000,0.0000,0.1806,0.2000,-3.0000,0.3620,0.0000
977,306,-9.0000,4,0,0.8001,0.250,0.750,0.0000,0.0000,0.2231,0.2000,-9.0000,0.1358,0.0000
981,307,-9.0000,4,0,0.8278,0.500,0.500,0.0000,0.0000,0.1892,0.2000,-9.0000,0.1988,0.0000
982,308,-3.0000,1,0,0.8539,1.000,0.000,0.0000,0.0000,0.1579,0.2000,-3.0000,0.0924,0.0000
986,309,-9.0000,4,0,0.8315,0.500,0.500,0.0000,0.0000,0.1846,0.2000,-9.0000,0.1462,0.0000
996,310,-17.8971,10,0,0.8207,0.600,0.300,0.0000,0.0000,0.1978,0.2000,-18.0092,0.2486,0.0950
999,311,-7.0000,3,0,0.8573,0.333,0.667,0.0000,0.0000,0.1541,0.2000,-7.0000,0.1848,0.0000
1001,312,-5.0000,2,0,0.8800,0.500,0.500,0.0000,0.0000,0.1278,0.2000,-5.0000,0.1217,0.0000
1011,313,-20.0000,10,0,0.8566,0.500,0.500,0.0000,0.0000,0.1549,0.2000,-20.0000,0.2530,0.0000
1012,314,-3.0000,1,0,0.8981,1.000,0.000,0.0000,0.0000,0.1074,0.2000,-3.0000,0.0986,0.0000
1014,315,-5.0000,2,0,0.8808,0.500,0.500,0.0000,0.0000,0.1271,0.2000,-5.0000,0.1833,0.0000
1024,316,-20.0000,10,0,0.8618,0.600,0.400,0.0000,0.0000,1.9869,0.2000,-20.0000,0.2338,0.0000
1025,317,-3.0000,1,0,0.8670,1.000,0.000,0.0000,0.0000,0.1427,0.2000,-3.0000,0.1763,0.0000
1028,318,-7.0000,3,0,0.8483,0.333,0.667,0.0000,0.0000,0.1647,0.2000,-7.0000,0.1639,0.0000
1030,319,-5.0000,2,0,0.8428,0.500,0.500,0.0000,0.0000,0.1714,0.2000,-5.0000,0.2061,0.0000
1031,320,-3.0000,1,0,0.8615,1.000,0.000,0.0000,0.0000,0.1490,0.2000,-3.0000,0.2516,0.0000
1032,321,-3.0000,1,0,0.8660,1.000,0.000,0.0000,0.0000,0.1439,0.2000,-3.0000,0.2912,0.0000
1033,322,-3.0000,1,0,0.8466,1.000,0.000,0.0000,0.0000,0.1665,0.2000,-3.0000,0.2239,0.0000
1034,323,-3.0000,1,0,0.8644,1.000,0.000,0.0000,0.0000,0.1457,0.2000,-3.0000,0.3433,0.0000
1040,324,-13.0000,6,0,0.8090,0.667,0.333,0.0000,0.0000,0.2121,0.2000,-13.0000,0.2722,0.0000
1041,325,-3.0000,1,0,0.8649,1.000,0.000,0.0000,0.0000,0.1452,0.2000,-3.0000,0.3688,0.0000
1042,326,-3.0000,1,0,0.8612,1.000,0.000,0.0000,0.0000,0.1494,0.2000,-3.0000,0.1404,0.0000
1044,327,-5.0000,2,0,0.8438,0.500,0.500,0.0000,0.0000,0.1699,0.2000,-5.0000,0.1779,0.0000
1046,328,-5.0000,2,0,0.8470,0.500,0.500,0.0000,0.0000,0.1661,0.2000,-5.0000,0.1599,0.0000
1047,329,-3.0000,1,0,0.8504,1.000,0.000,0.0000,0.0000,0.1621,0.2000,-3.0000,0.1297,0.0000
1050,330,-7.0000,3,0,0.8491,0.333,0.667,0.0000,0.0000,0.1637,0.2000,-7.0000,0.0731,0.0000
1060,331,-20.0000,10,0,0.8251,0.500,0.500,0.0000,0.0000,0.1925,0.2000,-20.0000,0.3431,0.0000
1070,332,-21.0000,10,0,0.8453,0.400,0.600,0.0000,0.0000,0.1682,0.2000,-21.0000,0.2955,0.0000
1080,333,-20.0000,10,0,0.8624,0.600,0.400,0.0000,0.0000,0.6872,0.2000,-20.0000,0.2107,0.0000
1082,334,-5.0000,2,0,0.8908,1.000,0.000,0.0000,0.0000,0.1157,0.2000,-5.0000,0.1527,0.0000
1083,335,-3.0000,1,0,0.8933,1.000,0.000,0.0000,0.0000,0.1128,0.2000,-3.0000,0.0545,0.0000
1084,336,-3.0000,1,0,0.9041,1.000,0.000,0.0000,0.0000,0.1009,0.2000,-3.0000,0.0543,0.0000
1086,337,-5.0000,2,0,0.8730,0.500,0.500,0.0000,0.0000,0.1361,0.2000,-5.0000,0.2194,0.0000
1092,338,-13.0000,6,0,0.8699,0.500,0.500,0.0000,0.0000,0.1396,0.2000,-13.0000,0.2176,0.0000
1093,339,-3.0000,1,0,0.9046,1.000,0.000,0.0000,0.0000,0.1003,0.2000,-3.0000,0.1701,0.0000
1094,340,-3.0000,1,0,0.9012,1.000,0.000,0.0000,0.0000,0.1040,0.2000,-3.0000,0.2162,0.0000
1095,341,-3.0000,1,0,0.9002,1.000,0.000,0.0000,0.0000,0.1052,0.2000,-3.0000,0.0864,0.0000
1097,342,-5.0000,2,0,0.8982,0.500,0.500,0.0000,0.0000,0.1073,0.2000,-5.0000,0.1424,0.0000
1099,343,-5.0000,2,0,0.8877,0.500,0.500,0.0000,0.0000,0.1191,0.2000,-5.0000,0.1389,0.0000
1100,344,-3.0000,1,0,0.9068,1.000,0.000,0.0000,0.0000,0.0978,0.2000,-3.0000,0.1481,0.0000
1101,345,-3.0000,1,0,0.9041,1.000,0.000,0.0000,0.0000,0.1008,0.2000,-3.0000,0.1115,0.0000
1108,346,-15.0000,7,0,0.8797,0.714,0.286,0.0000,0.0000,1.8074,0.2000,-15.0000,0.1553,0.0000
1109,347,-3.0000,1,0,0.8944,1.000,0.000,0.0000,0.0000,0.1117,0.2000,-3.0000,0.0822,0.0000
1112,348,-7.0000,3,0,0.8688,0.333,0.667,0.0000,0.0000,0.1409,0.2000,-7.0000,0.1674,0.0000
1113,349,-3.0000,1,0,0.8958,1.000,0.000,0.0000,0.0000,0.1100,0.2000,-3.0000,0.1653,0.0000
1123,350,-20.0000,10,0,0.8460,0.700,0.300,0.0000,0.0000,0.1676,0.2000,-20.0000,0.3758,0.0000
1124,351,-3.0000,1,0,0.8870,1.000,0.000,0.0000,0.0000,0.1199,0.2000,-3.0000,0.2519,0.0000
1125,352,-3.0000,1,0,0.8852,1.000,0.000,0.0000,0.0000,0.1219,0.2000,-3.0000,0.2626,0.0000
1135,353,-20.0000,10,0,0.8362,0.800,0.200,0.0000,0.0000,1.1219,0.2000,-20.0000,0.3436,0.0000
1138,354,-7.0000,3,0,0.8397,1.000,0.000,0.0000,0.0000,0.6727,0.2000,-7.0000,0.2166,0.0000
1148,355,-20.0000,10,0,0.8019,0.500,0.500,0.0000,0.0000,0.2211,0.2000,-20.0000,0.3070,0.0000
1149,356,-3.0000,1,0,0.8599,1.000,0.000,0.0000,0.0000,0.1509,0.2000,-3.0000,0.2822,0.0000
1150,357,-3.0000,1,0,0.8543,1.000,0.000,0.0000,0.0000,0.1575,0.2000,-3.0000,0.1825,0.0000
1153,358,-7.0000,3,0,0.8256,0.667,0.333,0.0000,0.0000,0.1919,0.2000,-7.0000,0.2047,0.0000
1163,359,-20.0000,10,0,0.8030,0.700,0.300,0.0000,0.0000,0.8972,0.2000,-20.0000,0.3818,0.0000
1169,360,-13.0000,6,0,0.8244,0.833,0.167,0.0000,0.0000,0.1932,0.2000,-13.0000,0.2457,0.0000
1170,361,-3.0000,1,0,0.8461,1.000,0.000,0.0000,0.0000,0.1671,0.2000,-3.0000,0.0035,0.0000
1171,362,-3.0000,1,0,0.8391,1.000,0.000,0.0000,0.0000,0.1754,0.2000,-3.0000,0.3140,0.0000
1172,363,-3.0000,1,0,0.8486,1.000,0.000,0.0000,0.0000,0.1642,0.2000,-3.0000,0.2819,0.0000
1173,364,-3.0000,1,0,0.8455,1.000,0.000,0.0000,0.0000,0.1679,0.2000,-3.0000,0.3093,0.0000
1174,365,-3.0000,1,0,0.8480,1.000,0.000,0.0000,0.0000,0.1648,0.2000,-3.0000,0.0856,0.0000
1175,366,-3.0000,1,0,0.8571,1.000,0.000,0.0000,0.0000,0.1542,0.2000,-3.0000,0.3435,0.0000
1177,367,-5.0000,2,0,0.8237,1.000,0.000,0.0000,0.0000,0.1942,0.2000,-5.0000,0.2796,0.0000
1187,368,-20.0000,10,0,0.8110,0.600,0.400,0.0000,0.0000,0.2098,0.2000,-20.0000,0.4610,0.0000
1188,369,-3.0000,1,0,0.8465,1.000,0.000,0.0000,0.0000,0.1666,0.2000,-3.0000,0.1994,0.0000
1190,370,-5.0000,2,0,0.8634,0.500,0.500,0.0000,0.0000,0.1470,0.2000,-5.0000,0.2204,0.0000
1192,371,-5.0000,2,0,0.8470,1.000,0.000,0.0000,0.0000,0.1667,0.2000,-5.0000,0.3754,0.0000
1202,372,-20.0000,10,0,0.8374,0.600,0.400,0.0000,0.0000,0.1776,0.2000,-20.0000,0.3003,0.0000
1212,373,-20.0000,10,0,0.8344,0.500,0.500,0.0000,0.0000,1.8175,0.2000,-20.0000,0.3595,0.0000
1215,374,-7.0000,3,0,0.8269,0.667,0.333,0.0000,0.0000,1.7719,0.2000,-7.0000,0.3288,0.0000
1220,375,-11.0000,5,0,0.7950,0.600,0.400,0.0000,0.0000,0.2302,0.2000,-11.0000,0.4472,0.0000
1221,376,-3.0000,1,0,0.8396,1.000,0.000,0.0000,0.0000,0.1748,0.2000,-3.0000,0.4081,0.0000
1223,377,-5.0000,2,0,0.7837,1.000,0.000,0.0000,0.0000,0.2447,0.2000,-5.0000,0.3289,0.0000
1224,378,-3.0000,1,0,0.8241,1.000,0.000,0.0000,0.0000,0.1935,0.2000,-3.0000,0.3591,0.0000
1225,379,-3.0000,1,0,0.8284,1.000,0.000,0.0000,0.0000,0.1882,0.2000,-3.0000,0.3967,0.0000
1228,380,-7.0000,3,0,0.7621,0.667,0.333,0.0000,0.0000,0.2738,0.2000,-7.0000,0.4141,0.0000
1230,381,-5.0000,2,0,0.7650,0.500,0.500,0.0000,0.0000,0.8229,0.2000,-5.0000,0.1858,0.0000
1232,382,-5.0000,2,0,0.7698,1.000,0.000,0.0000,0.0000,0.2622,0.2000,-5.0000,0.2576,0.0000
1233,383,-3.0000,1,0,0.8260,1.000,0.000,0.0000,0.0000,0.1912,0.2000,-3.0000,0.4317,0.0000
1234,384,-3.0000,1,0,0.8318,1.000,0.000,0.0000,0.0000,1.7823,0.2000,-3.0000,0.3966,0.0000
1235,385,-3.0000,1,0,0.7966,1.000,0.000,0.0000,0.0000,0.2274,0.2000,-3.0000,0.5333,0.0000
1236,386,-3.0000,1,0,0.7855,1.000,0.000,0.0000,0.0000,0.2414,0.2000,-3.0000,-0.0615,0.0000
1237,387,-3.0000,1,0,0.8063,1.000,0.000,0.0000,0.0000,0.2154,0.2000,-3.0000,0.2075,0.0000
1238,388,-3.0000,1,0,0.7914,1.000,0.000,0.0000,0.0000,1.5673,0.2000,-3.0000,0.1695,0.0000
1239,389,-3.0000,1,0,0.8084,1.000,0.000,0.0000,0.0000,0.2128,0.2000,-3.0000,0.1789,0.0000
1242,390,-7.0000,3,0,0.7852,0.333,0.667,0.0000,0.0000,0.2420,0.2000,-7.0000,0.2411,0.0000
1243,391,-3.0000,1,0,0.8094,1.000,0.000,0.0000,0.0000,0.2115,0.2000,-3.0000,0.4582,0.0000
1245,392,-5.0000,2,0,0.7810,0.500,0.500,0.0000,0.0000,0.2488,0.2000,-5.0000,0.3814,0.0000
1253,393,-17.0000,8,0,0.7477,0.250,0.750,0.0000,0.0000,0.2919,0.2000,-17.0000,0.6075,0.0000
1254,394,-3.0000,1,0,0.8356,1.000,0.000,0.0000,0.0000,0.1796,0.2000,-3.0000,0.3397,0.0000
1255,395,-3.0000,1,0,0.8388,1.000,0.000,0.0000,0.0000,0.1758,0.2000,-3.0000,0.3189,0.0000
1265,396,-17.8403,10,0,0.7691,0.400,0.500,0.0000,0.0000,1.0766,0.2000,-17.9141,0.5303,0.1247
1266,397,-3.0000,1,0,0.8392,1.000,0.000,0.0000,0.0000,0.1753,0.2000,-3.0000,0.3588,0.0000
1267,398,-3.0000,1,0,0.8264,1.000,0.000,0.0000,0.0000,0.1907,0.2000,-3.0000,0.2171,0.0000
1268,399,-3.0000,1,0,0.7987,1.000,0.000,0.0000,0.0000,0.2247,0.2000,-3.0000,0.1683,0.0000
1278,400,-20.0000,10,0,0.7380,0.400,0.600,0.0000,0.0000,0.6024,0.2000,-20.0000,0.4254,0.0000
1279,401,-3.0000,1,0,0.8117,1.000,0.000,0.0000,0.0000,0.2086,0.2000,-3.0000,0.3749,0.0000
1280,402,-3.0000,1,0,0.8237,1.000,0.000,0.0000,0.0000,0.1940,0.2000,-3.0000,0.3154,0.0000
1290,403,-20.0000,10,0,0.7352,0.500,0.500,0.0000,0.0000,0.7818,0.2000,-20.0000,0.4248,0.0000
1291,404,-3.0000,1,0,0.7919,1.000,0.000,0.0000,0.0000,0.2334,0.2000,-3.0000,0.3943,0.0000
1294,405,-7.0000,3,0,0.7306,0.667,0.333,0.0000,0.0000,0.3169,0.2000,-7.0000,0.4553,0.0000
1304,406,-20.0000,10,0,0.6902,0.500,0.500,0.0000,0.0000,0.8854,0.2000,-20.0000,0.4306,0.0000
1305,407,-3.0000,1,0,0.7491,1.000,0.000,0.0000,0.0000,0.2889,0.2000,-3.0000,0.2918,0.0000
1307,408,-5.0000,2,0,0.7116,0.500,0.500,0.0000,0.0000,0.3429,0.2000,-5.0000,0.5496,0.0000
1308,409,-3.0000,1,0,0.7768,1.000,0.000,0.0000,0.0000,0.2525,0.2000,-3.0000,0.7496,0.0000
1309,410,-3.0000,1,0,0.7633,1.000,0.000,0.0000,0.0000,0.2701,0.2000,-3.0000,0.3932,0.0000
1319,411,-20.0000,10,0,0.6636,0.600,0.400,0.0000,0.0000,0.6391,0.2000,-20.0000,0.7340,0.0000
1320,412,-3.0000,1,0,0.7663,1.000,0.000,0.0000,0.0000,0.2661,0.2000,-3.0000,0.4435,0.0000
1321,413,-3.0000,1,0,0.7199,1.000,0.000,0.0000,0.0000,0.3287,0.2000,-3.0000,0.4311,0.0000
1322,414,-3.0000,1,0,0.7408,1.000,0.000,0.0000,0.0000,0.3001,0.2000,-3.0000,0.5968,0.0000
1332,415,-20.0000,10,0,0.6518,0.400,0.600,0.0000,0.0000,0.8128,0.2000,-20.0000,0.8144,0.0000
1333,416,-3.0000,1,0,0.7472,1.000,0.000,0.0000,0.0000,0.2914,0.2000,-3.0000,0.7035,0.0000
1335,417,-5.0000,2,0,0.6794,0.500,0.500,0.0000,0.0000,0.3896,0.2000,-5.0000,0.5984,0.0000
1337,418,-5.0000,2,0,0.6967,0.500,0.500,0.0000,0.0000,0.3660,0.2000,-5.0000,0.8794,0.0000
1338,419,-3.0000,1,0,0.7425,1.000,0.000,0.0000,0.0000,0.2977,0.2000,-3.0000,0.5080,0.0000
1339,420,-3.0000,1,0,0.7300,1.000,0.000,0.0000,0.0000,0.3147,0.2000,-3.0000,0.5314,0.0000
1340,421,-3.0000,1,0,0.7191,1.000,0.000,0.0000,0.0000,0.3297,0.2000,-3.0000,0.5630,0.0000
1344,422,-9.0000,4,0,0.6570,0.500,0.500,0.0000,0.0000,0.4220,0.2000,-9.0000,0.4861,0.0000
1353,423,-19.0000,9,0,0.6402,0.667,0.333,0.0000,0.0000,0.4470,0.2000,-19.0000,0.5079,0.0000
1355,424,-5.0000,2,0,0.6905,0.500,0.500,0.0000,0.0000,0.3727,0.2000,-5.0000,0.4896,0.0000
1358,425,-7.0000,3,0,0.7028,1.000,0.000,0.0000,0.0000,1.2304,0.2000,-7.0000,0.5148,0.0000
1368,426,-20.0000,10,0,0.6754,0.600,0.400,0.0000,0.0000,0.3941,0.2000,-20.0000,0.6997,0.0000
1378,427,-20.0000,10,0,0.7185,0.400,0.600,0.0000,0.0000,0.6121,0.2000,-20.0000,0.6149,0.0000
1379,428,-3.0000,1,0,0.8268,1.000,0.000,0.0000,0.0000,0.1902,0.2000,-3.0000,0.4141,0.0000
1381,429,-5.0000,2,0,0.7957,0.500,0.500,0.0000,0.0000,0.2299,0.2000,-5.0000,0.3103,0.0000
1383,430,-5.0000,2,0,0.7579,0.500,0.500,0.0000,0.0000,0.2787,0.2000,-5.0000,0.3369,0.0000
1384,431,-3.0000,1,0,0.8443,1.000,0.000,0.0000,0.0000,0.1692,0.2000,-3.0000,0.5126,0.0000
1385,432,-3.0000,1,0,0.8241,1.000,0.000,0.0000,0.0000,0.1934,0.2000,-3.0000,0.5047,0.0000
1387,433,-5.0000,2,0,0.7822,1.000,0.000,0.0000,0.0000,1.5283,0.2000,-5.0000,0.2296,0.0000
