step,episode,ep_reward,ep_steps,success,p_hidden,critic_loss,actor_loss,coverage_loss,alpha
4335,867,-53.9505,5,0,0.9753,970.7870,48.5198,0.0195,0.1427
4340,868,-21.0908,5,0,0.7609,894.3019,44.1595,0.1958,0.1426
4345,869,-48.9670,5,0,0.9463,988.2736,47.2723,0.0458,0.1425
4350,870,39.7854,5,0,0.9179,844.7234,47.0391,0.9994,0.1425
4355,871,-42.7915,5,0,0.9293,937.6120,49.1193,0.0415,0.1424
4360,872,-32.5984,5,0,0.8863,936.8981,50.2161,0.1101,0.1423
4365,873,-21.8028,5,0,0.9633,1015.5782,51.4414,0.0334,0.1422
4370,874,-10.6158,5,0,0.9494,806.3751,42.4829,0.0494,0.1422
4375,875,55.1574,5,0,0.9841,980.7496,51.4478,0.0159,0.1421
4380,876,-10.2407,5,0,0.9113,1190.2009,47.8058,0.1078,0.1420
4385,877,-42.9266,5,0,0.9843,985.9481,44.1211,0.0190,0.1420
4390,878,-10.6270,5,0,0.9598,868.5372,53.1492,0.0466,0.1419
4395,879,-37.8771,5,0,0.9721,852.6599,41.7746,0.0285,0.1418
4400,880,44.1417,5,0,0.9654,914.8210,41.5254,0.6829,0.1417
4405,881,44.2502,5,0,0.9658,953.1738,50.3861,3.5133,0.1417
4410,882,-16.5176,5,0,0.9211,880.1310,47.2326,0.0827,0.1416
4415,883,-42.5611,5,0,0.8636,864.9393,43.6862,0.0915,0.1415
4420,884,-5.4071,5,0,0.9276,953.6653,50.4812,0.0766,0.1414
4425,885,-26.5665,5,0,0.9321,978.9173,51.1298,0.0715,0.1414
4430,886,-25.9271,5,0,0.8334,935.0070,43.7853,0.2042,0.1413
4435,887,-53.7793,5,0,0.8896,1147.7988,49.2869,0.1469,0.1412
4440,888,45.0165,5,0,0.8712,875.6986,45.3547,1.2359,0.1412
4445,889,-42.6466,5,0,0.8876,882.1996,40.7655,0.0884,0.1411
4450,890,-10.4470,5,0,0.9170,1100.5063,45.6974,0.0839,0.1410
4455,891,-10.5274,5,0,0.9468,1027.3906,50.1402,0.0596,0.1409
4460,892,-26.7141,5,0,0.9399,948.0085,45.0713,0.0449,0.1409
4465,893,55.3254,5,0,0.9592,815.9058,45.0161,0.6647,0.1408
4470,894,-42.2323,5,0,0.7952,980.5378,45.1778,0.2188,0.1407
4475,895,-10.0844,5,0,0.8747,917.3821,51.2295,0.1167,0.1407
4480,896,-16.7811,5,0,0.9596,1044.5475,48.0827,0.0377,0.1406
4485,897,-75.0000,5,0,0.8397,1122.2592,46.0612,0.1655,0.1405
4490,898,22.1279,5,0,0.8933,961.5878,50.8587,1.5543,0.1404
4495,899,-26.6873,5,0,0.9514,893.6512,50.7411,0.0518,0.1404
4500,900,-37.6283,5,0,0.9169,892.2673,49.9209,0.0724,0.1403
4505,901,8.2182,5,0,0.6390,1158.3130,51.8952,0.5753,0.1402
4510,902,-53.9161,5,0,0.9439,980.5028,45.1476,0.0531,0.1402
4515,903,-32.4607,5,0,0.8080,1084.5690,46.7154,0.1718,0.1401
4520,904,-26.7226,5,0,0.9394,860.8599,47.5471,0.0439,0.1400
4525,905,-10.7117,5,0,0.9588,1081.8168,55.3021,0.0378,0.1399
4530,906,-26.8282,5,0,0.9682,892.5267,37.6816,0.0281,0.1399
4535,907,-10.4319,5,0,0.9263,1133.4348,44.4115,0.0734,0.1398
4540,908,5.4387,5,0,0.9555,1010.2377,49.6916,0.0449,0.1397
4545,909,-53.7418,5,0,0.8150,987.3850,48.5411,0.1265,0.1397
4550,910,23.3351,5,0,0.9424,1086.3668,48.5290,2.3390,0.1396
4555,911,-10.5703,5,0,0.9443,810.2441,49.2202,0.0532,0.1395
4560,912,-21.6088,5,0,0.9295,1010.8589,40.8972,0.0655,0.1395
4565,913,-58.6563,5,0,0.8442,1183.2621,46.8963,0.1672,0.1394
4570,914,-42.4364,5,0,0.7474,988.3302,48.6809,0.2134,0.1393
4575,915,-37.6647,5,0,0.9248,1226.8987,47.0784,0.0981,0.1392
4580,916,33.9483,5,0,0.8523,886.5603,52.1352,1.7044,0.1392
4585,917,56.2919,5,0,0.8463,1023.4797,51.3396,2.0623,0.1391
4590,918,-42.0707,5,0,0.7696,1068.4796,47.9317,0.2370,0.1390
4595,919,-4.7987,5,0,0.7540,1085.8367,47.7005,0.1607,0.1390
4600,920,-42.0357,5,0,0.7759,991.6357,48.2551,0.2110,0.1389
4605,921,-25.2487,5,0,0.5849,983.1790,52.1943,0.3672,0.1388
4610,922,34.0886,5,0,0.8011,871.6091,48.1332,0.6706,0.1387
4615,923,-26.2430,5,0,0.8367,1123.4971,48.8510,0.1285,0.1387
4620,924,-25.2909,5,0,0.7566,1008.4344,48.0847,0.3094,0.1386
4625,925,-27.7492,5,0,0.9063,1000.2346,48.1769,0.1018,0.1385
4630,926,-9.6687,5,0,0.8217,1073.8542,49.5911,0.1962,0.1385
4635,927,-15.8844,5,0,0.7947,1019.1973,49.2773,0.2282,0.1384
4640,928,-42.7883,5,0,0.9470,1131.4844,45.8657,0.0506,0.1383
4645,929,-10.3670,5,0,0.9264,915.8550,53.3167,0.0840,0.1383
4650,930,17.5400,5,0,0.7738,1047.9175,46.5618,0.6255,0.1382
4655,931,-4.8720,5,0,0.8690,997.2662,46.6880,0.1473,0.1381
4660,932,-58.8089,5,0,0.9067,1031.8901,50.1652,0.1045,0.1380
4665,933,40.0356,5,0,0.8441,1010.0404,45.3892,1.5039,0.1380
4670,934,-21.0355,5,0,0.7873,1145.6654,53.4954,0.1831,0.1379
4675,935,45.1626,5,0,0.8427,1018.5834,53.2023,0.7341,0.1378
4680,936,-10.5663,5,0,0.9247,1162.7600,46.3324,0.0603,0.1378
4685,937,40.2289,5,0,0.8418,972.1042,47.6712,1.9233,0.1377
4690,938,-21.5103,5,0,0.8843,1128.0162,48.8185,0.0918,0.1376
4695,939,-48.7219,5,0,0.8209,1114.1510,48.7559,0.2162,0.1376
4700,940,-25.6329,5,0,0.6961,1147.7676,54.5473,0.2866,0.1375
4705,941,-10.0437,5,0,0.8272,1261.7719,48.9349,0.1408,0.1374
4710,942,-26.3050,5,0,0.8730,1160.4224,54.4028,0.1268,0.1373
4715,943,28.7439,5,0,0.8106,1072.5325,46.8356,0.7108,0.1373
4720,944,6.4601,5,0,0.8374,1087.1594,50.5787,0.1581,0.1372
4725,945,45.0374,5,0,0.7919,1099.4049,53.3667,0.3947,0.1371
4730,946,35.3418,5,0,0.7016,1156.9156,46.1471,0.5817,0.1371
4735,947,44.9426,5,0,0.8328,1053.8630,47.2096,2.1822,0.1370
4740,948,-20.4731,5,0,0.7111,1135.4688,50.6562,0.3071,0.1369
4745,949,-25.9405,5,0,0.7049,1045.0315,49.0716,0.2188,0.1369
4750,950,46.6877,5,0,0.6011,1046.0697,52.6831,0.7612,0.1368
4755,951,58.7905,5,0,0.4735,916.7769,50.6717,0.4892,0.1367
4760,952,-26.9775,5,0,0.7371,1033.4337,48.5757,0.3102,0.1366
4765,953,-2.7302,5,0,0.5766,1108.2842,51.1858,0.5330,0.1366
4770,954,-24.4050,5,0,0.4688,1008.1523,50.6020,0.5707,0.1365
4775,955,-42.5543,5,0,0.8700,1003.4991,53.8408,0.1129,0.1364
4780,956,-20.2678,5,0,0.7566,1261.9312,43.2918,0.3189,0.1364
4785,957,-20.9305,5,0,0.8630,1274.2407,51.1883,0.2024,0.1363
4790,958,-10.4061,5,0,0.9231,949.5505,58.9395,0.0736,0.1362
4795,959,29.7908,5,0,0.5949,1262.9561,46.5819,0.6401,0.1362
4800,960,-75.0000,5,0,0.8554,905.0869,51.0157,0.1563,0.1361
4805,961,-42.2175,5,0,0.8223,1094.8207,49.9261,0.1988,0.1360
4810,962,-53.7397,5,0,0.8516,1195.4725,48.7431,0.1580,0.1360
4815,963,-5.2784,5,0,0.9133,1188.9288,54.3218,0.0931,0.1359
4820,964,-58.5090,5,0,0.7784,975.4521,51.1512,0.2461,0.1358
4825,965,24.1035,5,0,0.8060,976.0598,49.9341,0.7096,0.1357
4830,966,-3.6971,5,0,0.8485,940.1838,50.5340,0.4761,0.1357
4835,967,-10.3921,5,0,0.8988,940.3854,50.4105,0.0780,0.1356
4840,968,-9.7812,5,0,0.7930,1040.5844,58.3796,0.1826,0.1355
4845,969,-37.7703,5,0,0.9393,1380.7773,54.1090,0.0569,0.1355
4850,970,-70.0000,5,0,0.8421,916.7856,48.9211,0.1362,0.1354
4855,971,5.3978,5,0,0.9596,1233.7847,57.0224,0.0406,0.1353
4860,972,-16.6459,5,0,0.9419,1063.4954,46.6978,0.0649,0.1353
4865,973,-26.7097,5,0,0.9245,1027.5057,51.7926,0.0526,0.1352
4870,974,-21.6082,5,0,0.9363,946.0224,51.6049,0.0694,0.1351
4875,975,-26.7946,5,0,0.9643,1047.8900,53.5279,0.0335,0.1351
4880,976,-37.8924,5,0,0.9060,989.4065,52.1199,0.0449,0.1350
4885,977,-26.8103,5,0,0.9600,1267.7894,55.0826,0.0377,0.1349
4890,978,23.6010,5,0,0.9022,934.2402,46.6116,1.2884,0.1349
4895,979,-32.8834,5,0,0.9578,939.3096,49.1142,0.0280,0.1348
4900,980,-58.8820,5,0,0.9410,917.7939,54.3675,0.0547,0.1347
4905,981,-65.0000,5,0,0.9655,926.9459,52.6314,0.0272,0.1346
4910,982,-27.5532,5,0,0.8960,964.9604,48.1280,0.1237,0.1346
4915,983,-10.5165,5,0,0.9335,1014.0687,58.7133,0.0633,0.1345
4920,984,-5.0771,5,0,0.8865,1070.2782,59.0853,0.1238,0.1344
4925,985,-42.4828,5,0,0.8954,1077.2191,49.0666,0.1208,0.1344
4930,986,-42.7646,5,0,0.9435,1378.4641,58.3770,0.0653,0.1343
4935,987,-21.6623,5,0,0.9449,1047.6045,52.6733,0.0575,0.1342
4940,988,-5.7762,5,0,0.9656,957.8815,52.7990,0.0269,0.1342
4945,989,-60.0000,5,0,0.9359,1049.1553,56.3649,0.0631,0.1341
4950,990,-26.8427,5,0,0.9731,859.0125,50.3906,0.0255,0.1340
4955,991,-32.8498,5,0,0.9500,929.9270,48.3737,0.0400,0.1340
4960,992,-32.7147,5,0,0.9303,1099.7085,62.4597,0.0758,0.1339
4965,993,-26.7668,5,0,0.9607,1079.9817,48.1555,0.0389,0.1338
4970,994,-10.7458,5,0,0.9718,1178.6162,59.1532,0.0323,0.1338
4975,995,-16.4322,5,0,0.8760,996.3032,53.4397,0.1233,0.1337
4980,996,-10.5746,5,0,0.9516,1125.6533,56.0481,0.0537,0.1336
4985,997,-37.7533,5,0,0.9460,1062.8748,55.0366,0.0592,0.1336
4990,998,-42.7416,5,0,0.9486,1138.4165,51.8182,0.0491,0.1335
4995,999,-26.8226,5,0,0.9783,1136.9988,56.6849,0.0289,0.1334
5000,1000,12.1320,5,0,0.9718,860.6080,60.6084,0.7367,0.1334
5005,1001,17.1832,5,0,0.9450,1014.6251,59.1274,3.0285,0.1333
5010,1002,-26.8194,5,0,0.9675,1204.0293,57.6641,0.0299,0.1332
5015,1003,-26.5664,5,0,0.9356,1149.9409,53.1909,0.0716,0.1332
5020,1004,-4.9263,5,0,0.8861,1222.7927,41.3906,0.1493,0.1331
5025,1005,-75.0000,5,0,0.9728,1266.5093,67.9413,0.0253,0.1330
5030,1006,6.2496,5,0,0.8861,1429.0383,48.4742,1.7137,0.1329
5035,1007,-3.8889,5,0,0.9398,1038.9265,54.1163,3.0556,0.1329
5040,1008,5.7066,5,0,0.9055,1032.6593,55.8544,0.0735,0.1328
5045,1009,6.4057,5,0,0.8366,1046.8046,57.1955,0.1548,0.1327
5050,1010,-5.4009,5,0,0.9091,1105.8933,56.7396,0.0814,0.1327
5055,1011,-53.5371,5,0,0.7617,1156.7750,54.5791,0.2548,0.1326
5060,1012,18.0825,5,0,0.7565,925.3680,60.2803,0.8111,0.1325
5065,1013,-9.7509,5,0,0.8401,983.7212,54.2088,0.1730,0.1325
5070,1014,-37.6555,5,0,0.8859,1241.9301,54.8206,0.1049,0.1324
5075,1015,-9.5060,5,0,0.8442,1205.8115,61.7996,0.1994,0.1323
5080,1016,-26.4383,5,0,0.9110,1146.2041,52.7430,0.0942,0.1323
5085,1017,-36.9182,5,0,0.7709,1076.1035,48.5344,0.3070,0.1322
5090,1018,29.3847,5,0,0.5765,1010.1938,56.7929,0.7185,0.1321
5095,1019,-25.8682,5,0,0.8219,969.8033,53.2416,0.2072,0.1321
5100,1020,5.4098,5,0,0.9554,1130.9802,58.4205,0.0419,0.1320
5105,1021,-4.3034,5,0,0.7576,981.5359,46.9442,0.2510,0.1319
5110,1022,-21.4003,5,0,0.9065,969.0817,56.6424,0.1022,0.1319
5115,1023,28.4209,5,0,0.9335,1377.1938,49.7353,1.6632,0.1318
5120,1024,-20.9445,5,0,0.7940,1118.9746,56.6001,0.1861,0.1317
5125,1025,56.6404,5,0,0.7932,1055.8652,61.7908,0.4486,0.1317
5130,1026,17.1383,5,0,0.9284,1137.6570,49.8594,2.9815,0.1316
5135,1027,-26.4544,5,0,0.8759,1243.0441,57.4747,0.1050,0.1315
5140,1028,56.8764,5,0,0.6720,1142.2332,52.3602,0.3561,0.1315
5145,1029,-10.0809,5,0,0.8556,1129.0690,63.2870,0.1418,0.1314
5150,1030,-5.1008,5,0,0.8814,1401.5933,50.9161,0.1178,0.1313
5155,1031,7.8498,5,0,0.8400,1170.3346,51.2672,0.1719,0.1313
5160,1032,-26.2809,5,0,0.8568,1176.8701,54.5061,0.1313,0.1312
5165,1033,-20.0547,5,0,0.7060,1132.2712,59.5155,0.3792,0.1311
5170,1034,-37.4684,5,0,0.8908,1186.4961,49.0819,0.1430,0.1311
5175,1035,-26.2385,5,0,0.8919,1056.8746,55.7751,0.1253,0.1310
5180,1036,-37.4346,5,0,0.8746,901.3381,57.6202,0.1437,0.1309
5185,1037,-21.2296,5,0,0.8836,1007.5245,55.7538,0.1413,0.1309
5190,1038,-10.1132,5,0,0.8742,1260.3497,49.7036,0.1210,0.1308
5195,1039,-26.5486,5,0,0.9253,1102.3794,52.2843,0.0765,0.1307
5200,1040,-9.8663,5,0,0.8617,1006.2765,57.1710,0.1479,0.1307
5205,1041,-37.6559,5,0,0.8805,1228.9729,54.0292,0.0933,0.1306
5210,1042,-42.7193,5,0,0.9293,1135.5853,56.7250,0.0740,0.1305
5215,1043,-21.7594,5,0,0.9576,928.7817,53.1908,0.0428,0.1305
5220,1044,17.1335,5,0,0.9661,1014.3441,51.2435,3.4786,0.1304
5225,1045,39.4304,5,0,0.9426,1078.7736,50.3442,2.9314,0.1303
5230,1046,-5.4276,5,0,0.9090,1289.3589,56.4345,0.0726,0.1303
5235,1047,-25.4294,5,0,0.6951,1079.5110,54.6477,0.2242,0.1302
5240,1048,-53.4948,5,0,0.5291,1260.2699,52.8144,0.3407,0.1301
5245,1049,-21.3478,5,0,0.8738,1317.8328,56.7051,0.1191,0.1301
5250,1050,-53.7674,5,0,0.8724,1152.8387,53.9182,0.1216,0.1300
5255,1051,33.5632,5,0,0.8948,842.1398,49.6025,1.3863,0.1299
5260,1052,-26.3007,5,0,0.8583,1060.5884,50.0328,0.1282,0.1299
5265,1053,-58.7203,5,0,0.8398,1154.1250,57.9399,0.1643,0.1298
5270,1054,7.8722,5,0,0.6285,1063.0884,50.0622,0.5591,0.1297
5275,1055,-21.2137,5,0,0.8545,1395.0034,54.6626,0.1276,0.1297
5280,1056,7.6141,5,0,0.7460,1081.0125,56.7535,0.3032,0.1296
5285,1057,-37.5019,5,0,0.8783,1108.3372,57.9821,0.1236,0.1295
5290,1058,34.1866,5,0,0.6989,1140.4114,55.1803,1.7912,0.1295
5295,1059,6.2928,5,0,0.7964,1065.3270,46.4069,0.1399,0.1294
5300,1060,-37.3216,5,0,0.8155,1202.1750,59.3149,0.1892,0.1293
5305,1061,-20.4025,5,0,0.7708,1398.5502,57.5142,0.2798,0.1293
5310,1062,-42.3499,5,0,0.7815,1048.9402,61.2281,0.2097,0.1292
5315,1063,-42.4491,5,0,0.8617,1238.6583,51.2988,0.1481,0.1291
5320,1064,-21.1171,5,0,0.8122,1031.6277,56.4335,0.1711,0.1291
5325,1065,-20.9437,5,0,0.8269,1237.2847,57.7706,0.1991,0.1290
5330,1066,-26.4021,5,0,0.9004,1087.6763,54.8979,0.0967,0.1290
5335,1067,-5.1413,5,0,0.8781,1110.6780,58.1848,0.1214,0.1289
5340,1068,-4.8892,5,0,0.8354,1222.3977,62.6679,0.1571,0.1288
5345,1069,-42.0763,5,0,0.7978,1327.3817,51.5691,0.2226,0.1288
5350,1070,-42.7984,5,0,0.9351,1395.5637,56.3248,0.0590,0.1287
5355,1071,-58.9023,5,0,0.9522,1053.7719,53.4208,0.0475,0.1286
5360,1072,-58.8431,5,0,0.9406,1233.4656,47.4007,0.0721,0.1286
5365,1073,-16.5464,5,0,0.9189,1044.5088,57.5498,0.0820,0.1285
5370,1074,-26.7105,5,0,0.9509,1146.5043,54.2342,0.0472,0.1284
5375,1075,-37.6796,5,0,0.9142,1195.0117,55.0683,0.0848,0.1284
5380,1076,7.1508,5,0,0.9576,1262.8523,59.9879,3.3387,0.1283
5385,1077,-32.6839,5,0,0.9021,1240.2440,54.7467,0.0919,0.1282
5390,1078,-21.6053,5,0,0.9234,1202.7917,49.0908,0.0615,0.1282
5395,1079,40.0057,5,0,0.8689,1177.1648,50.4578,2.0886,0.1281
5400,1080,-58.6207,5,0,0.8103,1050.3729,56.5407,0.1892,0.1280
5405,1081,-36.8471,5,0,0.6915,991.8453,52.4774,0.3798,0.1280
5410,1082,39.7030,5,0,0.9094,1161.0793,58.3037,0.0930,0.1279
5415,1083,-31.3840,5,0,0.6451,991.8488,57.1101,0.4472,0.1278
5420,1084,-37.6199,5,0,0.8820,1024.9714,56.5389,0.1183,0.1278
5425,1085,-42.6256,5,0,0.9051,1071.8569,60.4084,0.0996,0.1277
5430,1086,44.5348,5,0,0.9279,1149.6145,60.5438,2.1429,0.1276
5435,1087,-5.3843,5,0,0.9189,943.2458,45.6863,0.0794,0.1276
5440,1088,-5.2799,5,0,0.9053,1131.8149,60.5702,0.0950,0.1275
5445,1089,-10.2150,5,0,0.8971,1019.9770,56.6421,0.1011,0.1275
5450,1090,23.8262,5,0,0.8254,931.6555,53.0754,2.0014,0.1274
5455,1091,-37.1570,5,0,0.7459,1153.9258,56.1769,0.2317,0.1273
5460,1092,45.7227,5,0,0.7916,1302.5017,53.7636,0.9207,0.1273
5465,1093,-25.9750,5,0,0.8269,1177.7820,56.1102,0.1802,0.1272
5470,1094,6.9970,5,0,0.8006,1055.1968,50.3672,0.2228,0.1271
5475,1095,29.4504,5,0,0.7622,1150.9532,56.8204,1.4078,0.1271
5480,1096,29.2092,5,0,0.7851,870.0288,56.7344,0.2243,0.1270
5485,1097,-26.0495,5,0,0.7742,1036.3820,51.5741,0.1945,0.1269
5490,1098,-25.9967,5,0,0.8023,957.9316,57.7080,0.1969,0.1269
5495,1099,-9.8017,5,0,0.7974,1307.2112,52.6869,0.1701,0.1268
5500,1100,-25.9892,5,0,0.8221,914.2969,56.8624,0.1825,0.1267
5505,1101,-27.4781,5,0,0.7959,973.6339,52.8857,0.1829,0.1267
5510,1102,-42.4355,5,0,0.8669,1338.7179,44.8923,0.1487,0.1266
5515,1103,12.6780,5,0,0.8100,1125.4421,58.1808,0.4784,0.1265
5520,1104,-26.0264,5,0,0.8422,1002.7544,58.9597,0.1772,0.1265
5525,1105,-42.4916,5,0,0.8811,1375.6836,57.7745,0.1295,0.1264
5530,1106,-21.4651,5,0,0.9084,1044.1101,56.8314,0.0924,0.1264
5535,1107,-32.3412,5,0,0.8371,1209.9207,55.5491,0.1737,0.1263
5540,1108,-32.4288,5,0,0.8599,951.1647,55.8120,0.1518,0.1262
5545,1109,-21.4256,5,0,0.8814,1003.9158,56.7796,0.1083,0.1262
5550,1110,-21.4507,5,0,0.8839,1147.7173,58.3152,0.0910,0.1261
5555,1111,-42.6298,5,0,0.9055,1196.6482,60.0796,0.1006,0.1260
5560,1112,6.1034,5,0,0.8786,1171.5464,56.1304,0.1176,0.1260
5565,1113,-32.7581,5,0,0.8776,1146.8052,59.7311,0.0916,0.1259
5570,1114,45.3278,5,0,0.8210,1250.0106,56.7586,0.1671,0.1258
5575,1115,-37.6745,5,0,0.9021,1197.2183,51.5003,0.0677,0.1258
5580,1116,-21.5720,5,0,0.9266,1182.1130,54.2545,0.0743,0.1257
5585,1117,-26.6765,5,0,0.9442,1224.8289,63.6748,0.0514,0.1257
5590,1118,-37.7727,5,0,0.9532,1167.5344,54.1465,0.0481,0.1256
5595,1119,-21.6517,5,0,0.9290,1087.5647,59.6942,0.0575,0.1255
5600,1120,-21.8047,5,0,0.9572,1060.0566,51.8720,0.0380,0.1255
5605,1121,-21.7233,5,0,0.9499,1073.5701,59.9849,0.0473,0.1254
5610,1122,-5.4268,5,0,0.9280,1291.3323,61.3160,0.0735,0.1253
5615,1123,-10.4138,5,0,0.9149,1190.9456,47.1841,0.0792,0.1253
5620,1124,5.3265,5,0,0.9314,1034.8201,53.9924,0.0334,0.1252
5625,1125,-53.8850,5,0,0.9425,1135.1292,50.2995,0.0553,0.1251
5630,1126,-10.7457,5,0,0.9665,1058.4749,56.1460,0.0326,0.1251
5635,1127,-16.8025,5,0,0.9654,1058.4927,61.6894,0.0344,0.1250
5640,1128,-42.8734,5,0,0.9594,1197.4618,45.3757,0.0372,0.1249
5645,1129,-21.7563,5,0,0.9589,961.0416,68.2282,0.0398,0.1249
5650,1130,28.1601,5,0,0.9637,1464.8567,46.3777,3.5446,0.1248
5655,1131,-5.6477,5,0,0.9533,1240.6582,59.7737,0.0443,0.1248
5660,1132,-21.7545,5,0,0.9428,1116.5601,61.9182,0.0468,0.1247
5665,1133,-42.5453,5,0,0.8670,1403.7678,51.7050,0.0899,0.1246
5670,1134,-37.7356,5,0,0.9171,1044.3438,54.2692,0.0760,0.1246
5675,1135,-16.4607,5,0,0.9124,1226.5721,53.8962,0.0936,0.1245
5680,1136,-37.7613,5,0,0.9349,918.7355,51.9520,0.0641,0.1244
5685,1137,-26.5487,5,0,0.9259,982.8199,54.8549,0.0779,0.1244
5690,1138,-10.4015,5,0,0.9227,1052.2927,53.4187,0.0780,0.1243
5695,1139,5.5115,5,0,0.9467,1332.8647,55.0069,0.0525,0.1243
5700,1140,-32.8647,5,0,0.9361,1136.8682,58.8445,0.0410,0.1242
5705,1141,-5.5059,5,0,0.9379,1156.0009,48.2106,0.0638,0.1241
5710,1142,-37.8587,5,0,0.9618,1056.5847,56.8871,0.0362,0.1241
5715,1143,-8.8556,5,0,0.9291,1365.0542,57.1740,1.0754,0.1240
5720,1144,-10.6721,5,0,0.9373,1003.9307,51.8983,0.0465,0.1239
5725,1145,-26.7982,5,0,0.9567,1298.0625,56.2128,0.0367,0.1239
5730,1146,-26.5821,5,0,0.9302,1145.2942,50.8937,0.0711,0.1238
5735,1147,-5.4839,5,0,0.9202,1517.5317,55.4262,0.0625,0.1237
5740,1148,-10.5539,5,0,0.9410,1213.3386,58.4380,0.0569,0.1237
5745,1149,-16.7333,5,0,0.9563,1184.2297,62.5233,0.0453,0.1236
5750,1150,-26.8270,5,0,0.9688,1241.5525,58.0002,0.0280,0.1236
5755,1151,-21.7523,5,0,0.9608,1015.1774,51.0944,0.0417,0.1235
5760,1152,23.2496,5,0,0.9333,1063.4421,50.7055,1.6164,0.1234
5765,1153,-32.8383,5,0,0.9588,959.8736,58.2412,0.0379,0.1234
5770,1154,39.4041,5,0,0.9484,1188.9280,55.0465,2.3540,0.1233
5775,1155,-21.4206,5,0,0.9037,1170.2355,55.5883,0.0954,0.1232
5780,1156,-58.8778,5,0,0.9382,1115.9127,52.7771,0.0589,0.1232
5785,1157,-37.7540,5,0,0.9377,1335.8784,55.4306,0.0665,0.1231
5790,1158,55.5809,5,0,0.9283,1164.4924,65.5939,0.5722,0.1231
5795,1159,-37.5727,5,0,0.9032,1257.5858,49.3527,0.0946,0.1230
5800,1160,5.8724,5,0,0.8960,1119.1379,56.7075,0.0913,0.1229
5805,1161,-5.3596,5,0,0.9225,1129.2579,57.3852,0.0845,0.1229
5810,1162,-10.4575,5,0,0.9116,1128.5701,52.6421,0.0674,0.1228
5815,1163,-5.4099,5,0,0.9251,1049.1670,50.5404,0.0773,0.1227
5820,1164,5.7023,5,0,0.9294,1132.8857,47.0803,0.0728,0.1227
5825,1165,-21.5362,5,0,0.9236,1210.4731,51.7356,0.0715,0.1226
5830,1166,-42.7923,5,0,0.9359,1150.9673,57.3036,0.0572,0.1226
5835,1167,-42.7463,5,0,0.9286,1192.0170,45.5938,0.0587,0.1225
5840,1168,-10.5554,5,0,0.9429,1002.1940,50.7737,0.0575,0.1224
5845,1169,-5.4840,5,0,0.9359,1126.9854,59.8394,0.0666,0.1224
5850,1170,-21.5814,5,0,0.9368,1242.3350,53.9105,0.0717,0.1223
5855,1171,5.3594,5,0,0.9553,1388.9766,55.1557,0.0366,0.1222
5860,1172,-21.5982,5,0,0.9309,866.5143,57.4466,0.0667,0.1222
5865,1173,-53.9243,5,0,0.9356,1223.1168,56.7049,0.0571,0.1221
5870,1174,-10.5163,5,0,0.9485,1143.1902,55.7874,0.0623,0.1221
5875,1175,23.2500,5,0,0.9514,1056.4159,66.9514,0.0435,0.1220
5880,1176,-53.9587,5,0,0.9776,1104.0582,57.5719,0.0210,0.1219
5885,1177,-42.8274,5,0,0.9464,996.3160,61.0449,0.0395,0.1219
5890,1178,-21.7922,5,0,0.9628,1321.0282,50.8248,0.0370,0.1218
5895,1179,23.1954,5,0,0.9520,1171.0201,52.8983,1.2408,0.1217
5900,1180,44.4288,5,0,0.9257,1268.5201,54.0451,1.5425,0.1217
5905,1181,5.3961,5,0,0.9560,1049.8436,57.7738,0.0404,0.1216
5910,1182,-21.6542,5,0,0.9394,1195.5543,54.6129,0.0558,0.1216
5915,1183,5.6327,5,0,0.9455,1154.6630,52.4542,0.0654,0.1215
5920,1184,-5.4208,5,0,0.9281,927.4541,54.4280,0.0753,0.1214
5925,1185,5.6348,5,0,0.9355,1121.9039,60.4891,0.0656,0.1214
5930,1186,-5.7769,5,0,0.9660,1248.6565,65.9017,0.0296,0.1213
5935,1187,6.3849,5,0,0.7982,1042.9709,51.9353,0.1528,0.1213
5940,1188,-42.8650,5,0,0.9562,1070.9749,50.8075,0.0387,0.1212
5945,1189,-26.7836,5,0,0.9634,1400.5569,58.9891,0.0355,0.1211
5950,1190,-16.7282,5,0,0.9540,1301.1962,53.5673,0.0466,0.1211
5955,1191,-26.7047,5,0,0.9187,1024.5416,55.1631,0.0660,0.1210
5960,1192,28.2655,5,0,0.9487,1356.7761,47.6936,2.4199,0.1209
5965,1193,-53.9325,5,0,0.9515,1217.8143,54.1688,0.0426,0.1209
5970,1194,-42.7650,5,0,0.9177,1289.8092,56.7298,0.0650,0.1208
5975,1195,55.6192,5,0,0.9213,1198.9794,60.6234,2.8047,0.1208
5980,1196,-32.5594,5,0,0.8590,1169.3687,50.2054,0.1262,0.1207
5985,1197,-10.0480,5,0,0.8641,1304.3635,61.5121,0.1307,0.1206
5990,1198,-10.4564,5,0,0.9263,1260.6804,56.5301,0.0697,0.1206
5995,1199,-10.1044,5,0,0.8270,1045.0022,57.9926,0.1330,0.1205
6000,1200,-53.6810,5,0,0.8459,990.9372,48.2343,0.1494,0.1205
6005,1201,-37.5800,5,0,0.8984,1043.1097,55.4349,0.1099,0.1204
6010,1202,-53.7453,5,0,0.8964,1303.9901,57.9662,0.1293,0.1203
6015,1203,-58.8257,5,0,0.8360,1114.4941,62.3779,0.1291,0.1203
6020,1204,-42.6407,5,0,0.9025,1240.5385,47.9856,0.0880,0.1202
6025,1205,-26.6509,5,0,0.9400,1366.1586,56.5270,0.0618,0.1201
